Copyright 1986-2016 Xilinx, Inc. All Rights Reserved.
-----------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2016.2 (lin64) Build 1577090 Thu Jun  2 16:32:35 MDT 2016
| Date         : Wed Nov 18 21:46:49 2020
| Host         : umma running 64-bit Ubuntu 18.04.4 LTS
| Command      : report_utilization -hierarchical -file ./Impl/TopDown/top-post-place-util.txt
| Design       : mkPcieTop
| Device       : 7vx485tffg1761-2
| Design State : Fully Placed
-----------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-------------------------------------------------------------------------------------+-----------------------------------------------+------------+------------+---------+------+-------+--------+--------+--------------+
|                                       Instance                                      |                     Module                    | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP48 Blocks |
|       cci_m83_pff                                                                   |                       FIFO2__parameterized167 |        640 |        640 |       0 |    0 |   651 |      0 |      0 |            0 |
|       cci_m84_pff                                                                   |                       FIFO2__parameterized168 |        639 |        639 |       0 |    0 |   644 |      0 |      0 |            0 |
|       cci_m85_pff                                                                   |                       FIFO2__parameterized169 |       7593 |       7593 |       0 |    0 |   654 |      0 |      0 |            0 |
|       cci_m86_pff                                                                   |                       FIFO2__parameterized170 |        445 |        445 |       0 |    0 |   538 |      0 |      0 |            0 |
|       cci_m87_pff                                                                   |                       FIFO2__parameterized171 |       1493 |       1493 |       0 |    0 |   542 |      0 |      0 |            0 |
|       cci_m89_bram_bram                                                             |                        BRAM2__parameterized79 |         26 |         26 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m8_bram_bram                                                              |                        BRAM2__parameterized80 |         17 |         17 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m90_bram_bram                                                             |                        BRAM2__parameterized81 |         17 |         17 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m91_bram_bram                                                             |                        BRAM2__parameterized82 |         20 |         20 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m92_bram_bram                                                             |                        BRAM2__parameterized83 |         26 |         26 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m93_bram_bram                                                             |                        BRAM2__parameterized84 |        391 |        391 |       0 |    0 |     0 |      7 |      1 |            0 |
|       cci_m94_bram_bram                                                             |                        BRAM2__parameterized85 |        560 |        560 |       0 |    0 |     0 |      0 |      1 |            0 |
|       cci_m96_pff                                                                   |                    SizedFIFO__parameterized45 |       3517 |       3297 |     220 |    0 |   337 |      0 |      0 |            0 |
|       cci_m97_pff                                                                   |                    SizedFIFO__parameterized46 |      13809 |      13593 |     216 |    0 |   331 |      0 |      0 |            0 |
|       cci_m98_pff                                                                   |                    SizedFIFO__parameterized47 |       2365 |       2145 |     220 |    0 |   337 |      0 |      0 |            0 |
|       cci_m9_bram_bram                                                              |                        BRAM2__parameterized86 |         41 |         41 |       0 |    0 |     0 |      2 |      0 |            0 |
|       mb                                                                            |                                 mkMemBankBram |       3923 |       3483 |     440 |    0 |   746 |    512 |      0 |            0 |
|         (mb)                                                                        |                                 mkMemBankBram |          0 |          0 |       0 |    0 |    65 |      0 |      0 |            0 |
|         mb_bram_bram                                                                |                        BRAM2__parameterized87 |        960 |        960 |       0 |    0 |     8 |    512 |      0 |            0 |
|         rqs                                                                         |                    SizedFIFO__parameterized48 |       2290 |       2070 |     220 |    0 |   339 |      0 |      0 |            0 |
|         rss                                                                         |                    SizedFIFO__parameterized49 |        693 |        473 |     220 |    0 |   334 |      0 |      0 |            0 |
|     lHost_tester_refMem                                                             |                       RegFile__parameterized0 |      13698 |       2754 |   10944 |    0 |     0 |      0 |      0 |            0 |
|     memslave_0_doneFifo                                                             |                        FIFO1__parameterized70 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |            0 |
|     memslave_0_fifoReadAddrGenerator_addrBeatFifo                                   |                       FIFO2__parameterized172 |         52 |         52 |       0 |    0 |    14 |      0 |      0 |            0 |
|     memslave_0_fifoReadAddrGenerator_requestFifo                                    |                        FIFO1__parameterized71 |         26 |         26 |       0 |    0 |    17 |      0 |      0 |            0 |
|     memslave_0_fifoWriteAddrGenerator_addrBeatFifo                                  |                       FIFO2__parameterized173 |         13 |         13 |       0 |    0 |    14 |      0 |      0 |            0 |
|     memslave_0_fifoWriteAddrGenerator_requestFifo                                   |                        FIFO1__parameterized72 |         29 |         29 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_0_fifoWriteDoneFifo                                                    |                       FIFO2__parameterized174 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memslave_0_req_ars                                                              |                        FIFO1__parameterized73 |          1 |          1 |       0 |    0 |    17 |      0 |      0 |            0 |
|     memslave_0_req_aws                                                              |                        FIFO1__parameterized74 |          1 |          1 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_0_rs                                                                   |                        FIFO1__parameterized75 |         22 |         22 |       0 |    0 |     3 |      0 |      0 |            0 |
|     memslave_0_rsCtrl                                                               |                        FIFO1__parameterized76 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memslave_0_rvFifo                                                               |                       FIFO2__parameterized175 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|     memslave_0_ws                                                                   |                        FIFO1__parameterized77 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|     memslave_0_wsCtrl                                                               |                        FIFO1__parameterized78 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memslave_1_doneFifo                                                             |                        FIFO1__parameterized79 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |            0 |
|     memslave_1_fifoReadAddrGenerator_addrBeatFifo                                   |                       FIFO2__parameterized176 |         63 |         63 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_1_fifoReadAddrGenerator_requestFifo                                    |                        FIFO1__parameterized80 |         27 |         27 |       0 |    0 |    17 |      0 |      0 |            0 |
|     memslave_1_fifoWriteAddrGenerator_addrBeatFifo                                  |                       FIFO2__parameterized177 |         11 |         11 |       0 |    0 |    14 |      0 |      0 |            0 |
|     memslave_1_fifoWriteAddrGenerator_requestFifo                                   |                        FIFO1__parameterized81 |         27 |         27 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_1_fifoWriteDoneFifo                                                    |                       FIFO2__parameterized178 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memslave_1_req_ars                                                              |                        FIFO1__parameterized82 |          1 |          1 |       0 |    0 |    17 |      0 |      0 |            0 |
|     memslave_1_req_aws                                                              |                        FIFO1__parameterized83 |          1 |          1 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_1_rs                                                                   |                        FIFO1__parameterized84 |          2 |          2 |       0 |    0 |     4 |      0 |      0 |            0 |
|     memslave_1_rsCtrl                                                               |                        FIFO1__parameterized85 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memslave_1_rvFifo                                                               |                       FIFO2__parameterized179 |         37 |         37 |       0 |    0 |    68 |      0 |      0 |            0 |
|     memslave_1_writeDataFifo                                                        |                       FIFO2__parameterized180 |         39 |         39 |       0 |    0 |    66 |      0 |      0 |            0 |
|     memslave_1_ws                                                                   |                        FIFO1__parameterized86 |          7 |          7 |       0 |    0 |     4 |      0 |      0 |            0 |
|     memslave_1_wsCtrl                                                               |                        FIFO1__parameterized87 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |            0 |
+-------------------------------------------------------------------------------------+-----------------------------------------------+------------+------------+---------+------+-------+--------+--------+--------------+
* Note: The sum of lower-level cells may be larger than their parent cells total, due to cross-hierarchy LUT combining


